alpha,beta,gamma,delta,fitness
0.07872081528298891,0.31539821926093925,0.28255738040494194,0.32332358505112985,0.4519349785711174
0.07908118288895918,0.2932105284533177,0.08338705562553836,0.5443212330321848,0.12487604476105935
0.09455694549871488,0.37831020029102946,0.3717815141716056,0.15535134003865012,0.6723954398692675
0.2880642779449049,0.31555401666340344,0.2664937001024716,0.12988800528922007,0.7420571887334892
0.26282433453579007,0.6428996792382871,0.03135976741072584,0.06291621881519714,0.7449007519676327
0.13992448461313062,0.3879682564407364,0.059936758534256444,0.4121705004118765,0.3041505980940379
0.004140621135009193,0.43766158658039195,0.01834651961529689,0.539851272669302,0.10269077367996865
0.387622424049043,0.07690417320293633,0.3020020225125655,0.23347138023545522,0.63441209500623
0.017763099525238274,0.5450493252354655,0.2922754481976629,0.14491212704163334,0.6736219443904568
0.3295268875272533,0.03336768100621245,0.3172755906435065,0.31982984082302773,0.5135817025642159
0.14535562646064476,0.4054219782646618,0.4205099755136157,0.02871241976107782,0.875846974705451
0.017063612275202724,0.1847179962521364,0.3785516385456909,0.41966675292696987,0.3427921711717246
0.18014446368715287,0.06921070645899158,0.33178820113295804,0.4188566287208975,0.35441238030390587
0.407175222792248,0.01900544537042669,0.27521632407903707,0.29860300775828824,0.547344127019961
0.10936864314345739,0.5301132372805326,0.3275621667448865,0.03295595283112335,0.8180377614331816
0.5325449018334192,0.06134858601402865,0.019625881099102634,0.3864806310534495,0.41107676551772154
0.5723123549636798,0.03093135296996034,0.21587235555151565,0.18088393651484422,0.7224878246337416
0.18045971819165446,0.31657833739364816,0.061719361829538175,0.44124258258515925,0.25899154177384914
0.33872085825058357,0.05643622119961822,0.2651919343383643,0.339650986211434,0.48205808750290635
0.24865329170470155,0.3541389544500363,0.3577372164139187,0.03947053743134347,0.8699664029629774
0.06491512628450592,0.2702913613084189,0.39645218229252877,0.2683413301145465,0.5569443006319175
0.2846688908712766,0.29309157980982875,0.2905828344123917,0.13165669490650303,0.7585512206687712
0.31367516046041727,0.1282782373682258,0.20524798442762796,0.352798617743729,0.4515603377791726
0.08931423314961909,0.34948886801515955,0.12978590572119347,0.4314109931140279,0.2829857367259263
0.2791883487018277,0.22160663072480244,0.014617574348265978,0.4845874462251039,0.2398778360536238
0.4262530823150159,0.15438627706255162,0.3291033856133657,0.0902572550090666,0.8337368620738896
0.2499088101877606,0.34199419949069065,0.32541221722306335,0.08268477309848536,0.8075740004541337
0.16864329682902687,0.28541185883454645,0.42612281124634604,0.11982203309008059,0.7489139856562426
0.26215784066102016,0.16760154965973395,0.29148512788861,0.278755481790636,0.5483464673820994
0.00031388162481424544,0.004400668975309981,0.0206548015110449,0.9746306478888309,-0.46282610562830834
0.29141130605862015,0.2594518996325349,0.3655425717900277,0.08359422251881733,0.8227182862952671
0.21187908835510086,0.33658297431401674,0.29299808246567804,0.15853985486520425,0.6948736228393902
0.04079952132252228,0.3877062501874225,0.11023801573529314,0.46125621275476203,0.23057443083037243
0.3849529651862802,0.21380180681902874,0.029545866822359476,0.3716993611723316,0.4103806872186483
0.4156215803624046,0.11968320745934553,0.1270220660939125,0.33767314608433735,0.46955363938162487
0.27379786790116284,0.17130035303238125,0.19737900272555045,0.35752277634090546,0.4380207825337846
0.11779124055211543,0.38958439930382077,0.15325924775787628,0.3393651123861874,0.4130354515599547
0.0034858179322440576,0.1694298537401049,0.6179138393714916,0.20917048895615953,0.6523582958177399
0.159963794314473,0.5473797898701236,0.28384878741833536,0.00880762839706797,0.9046815889238794
0.3401481256119745,0.12768856588896846,0.42685638964964884,0.10530691884940822,0.8228863368425423
0.2584473029029172,0.2775236823684287,0.23836858596090962,0.2256604287677445,0.6060046203746976
0.27362084515820184,0.33080778717246556,0.16289811738994195,0.23267325027939056,0.6013689565050442
0.22348058896956172,0.4024996324769354,0.23565705517495675,0.13836272337854616,0.7119559884367936
0.264425235630022,0.38433950463512634,0.07275689908353333,0.2784783606513182,0.5054145580959974
0.31782780936062255,0.16995927377786776,0.3417531436157255,0.17045977324578407,0.7103184853757503
0.3038460768064172,0.054149796912036814,0.16860831480748179,0.4733958114740642,0.2817838132520981
0.1586929705105695,0.20555370490705352,0.31734809841441736,0.31840522616795963,0.4812814197666499
0.3688103041206815,0.1941436177696225,0.3075934098212683,0.12945266828842766,0.757285093124953
0.20631010708102732,0.25576959556556805,0.28853551704602587,0.2493847803073786,0.5747689104258183
0.2170462448796813,0.29184106182342506,0.1844771551738367,0.3066355381230569,0.48167848045072964
0.3018914864966547,0.2691580694466594,0.11910414356683227,0.3098463004898536,0.4813989353758877
0.3081683662236336,0.3371590610352871,0.27879099623986375,0.07588157650121559,0.8187458230411193
0.23838738316735622,0.03394827507618997,0.36973897777583525,0.35792536398061864,0.45462488526002465
0.0010815228214814164,0.1262074385963863,0.38700125217384035,0.4857097864082919,0.24619383266828487
0.18175409130586268,0.5157882365845128,0.20463335381070108,0.09782431829892338,0.7501058752347123
0.16990900141147455,0.1228757191795793,0.6521017782420868,0.05511350116685944,0.8988983903727741
0.35879874058323574,0.03886053508448851,0.05635363142460775,0.545987092907668,0.17324725362160032
0.2806413966844383,0.33385663788376096,0.1517351527698253,0.23376681266197535,0.5992712853244727
0.029760556748448557,0.4868178372639629,0.0633973728515805,0.42002423313600806,0.29694097470639347
0.41182641956597055,0.24456799077136832,0.13199650488589842,0.21160908477676274,0.6336727746805824
0.29909669141408185,0.29611464749865096,0.0052357056606314074,0.3995529554266358,0.3414476373603161
0.19459230361066016,0.17871590142008,0.13527159234668412,0.4914202026225757,0.22712651578212045
0.20056442098017085,0.28704542501283703,0.19732756138806998,0.31506259261892205,0.46999702606904936
0.13989559294363454,0.3123912878218147,0.36658507817188046,0.18112804106267028,0.6502101164505408
0.13140149022892492,0.2983641523665709,0.38931213641452284,0.1809222209899813,0.6838620456600424
0.34720096144870843,0.012203551440282264,0.549782025357847,0.09081346175316232,0.8613390970822
0.008746903857390494,0.2725265152726855,0.6442760402619814,0.07445054060794247,0.8201925602699147
0.46735633120277287,0.2363255725483208,0.18051625742867083,0.1158018388202354,0.7790321272599827
0.35461321366540327,0.23268030613390087,0.1918867917930251,0.22081968840767086,0.6222344061617135
0.17989096381989386,0.32486264254699765,0.2940579256926904,0.20118846794041811,0.6332447695799733
0.08256614405542262,0.3245385186221884,0.5252432660766395,0.0676520712457494,0.8336141894069382
0.013534032370682405,0.3100650375716125,0.41169413302803487,0.26470679702967004,0.5409267969411722
0.4197171258169705,0.5610635135511751,0.0013440561776550512,0.017875304454199513,0.8890275162860247
0.29771302901226476,0.1292555238938991,0.06024423328188664,0.5127872138119495,0.19850529830860103
0.37883900340546023,0.2606071724884858,0.07306488120031676,0.2874889429057372,0.516645151143697
0.17896990318344297,0.26354128953027095,0.3631101968641758,0.19437861042211016,0.6557238264607804
0.045316922878793915,0.5731220972509428,0.14826740248730197,0.23329357738296141,0.5640913193379166
0.3276306643120295,0.19394695192895992,0.2142965659235083,0.2641258178355024,0.5650218828609546
0.5825872089883432,0.10876676210779447,0.05671913232385378,0.2519268965800087,0.6003563027084281
0.04810613925000888,0.3191346435933691,0.2915151254699827,0.34124409168663933,0.4402636659310357
0.20259125810272388,0.24841763891193083,0.2798032560634719,0.26918784692187336,0.5589555837804003
0.3066945840240428,0.28323980930194215,0.04431242586917151,0.3657531808048436,0.4088842573974434
0.48683892123718964,0.06318710104856852,0.16526805412812903,0.28470592358611285,0.5571443393586887
0.2549089393529152,0.3502735802497313,0.35918112914052674,0.03563635125682664,0.858977078052327
0.07335789396308677,0.20520808872497334,0.2903033277034954,0.4311306896084444,0.31226234784233864
0.18657574242564676,0.30507829198677444,0.279605717321118,0.22874024826646075,0.595873969202954
0.05475193573991027,0.12246758470504952,0.41931028494194345,0.40347019461309674,0.370301191139345
0.23542560409989657,0.34532625750494983,0.09033658991245289,0.32891154848270066,0.43756742577495894
0.24513086531389344,0.11548807894217593,0.12625723377979087,0.5131238219641399,0.21299105521246392
0.28943494451197227,0.27290723876853473,0.1483061578166068,0.2893516589028861,0.5113910638919639
0.13815749771758834,0.3484780197707497,0.09192413856082443,0.4214403439508375,0.29814388011959375
0.007628816211428991,0.17906068711177003,0.5914105283650942,0.2218999683117068,0.6313379101100858
0.4271819897892976,0.005577157567511652,0.04645107497302661,0.520789777670164,0.21769990198125155
0.0939355071044017,0.25039435826324313,0.5329207012334283,0.12274943339892692,0.765796978248961
0.12960220616174642,0.29413895297158593,0.5019978953257758,0.07426094554089196,0.8297807910943449
0.6345150327777842,0.09741446158354221,0.031731386409159755,0.23633911922951395,0.6308791519181979
0.2336075420485365,0.23056343018026176,0.44849822914153853,0.08733079862966318,0.8228911160194529
0.07916538456050899,0.43160578196527943,0.11600074581054357,0.3732280876636679,0.37541700120970606
0.3027507184920214,0.2530092082728811,0.05136634690484448,0.3928737263302531,0.3600875688500442
0.01376807755273949,0.25711235479387406,0.3617672878999132,0.36735227975347334,0.3975491094110152
0.2815254165284028,0.15095539568174673,0.2459501348833131,0.3215690529065374,0.4874553415038446
0.24746646740853226,0.10041453984523306,0.17131636645224632,0.48080262629398846,0.25871315258997085
0.2791826001187375,0.19211138190072177,0.12194472339257194,0.40676129458796867,0.36104135083293865
0.052610529126026824,0.3215034525035106,0.32002902107976217,0.3058569972907004,0.47691381356324725
0.10377138325563647,0.4254463590910766,0.3508594584291454,0.11992279922414155,0.7562988473001261
0.27114549729861737,0.3586263617505331,0.1800158221516572,0.19021231879919231,0.6250249313635783
0.3468409837491936,0.3743473174769739,0.1112470837415315,0.16756461503230102,0.6925009798300024
0.24570268397809042,0.26898950096603397,0.2577648955585024,0.22754291949737324,0.6048877205607334
0.07142875827025122,0.18063813433860446,0.4213614563606699,0.32657165103047436,0.4740148965865675
0.034774853191129475,0.22711966845606937,0.6219289020608734,0.11617657629192779,0.768955218448091
0.2713652447507669,0.2506332632304152,0.4050527382366592,0.07294875378215876,0.8529818798421996
0.41270872945369236,0.0955641793547524,0.37919705503846834,0.11253003615308693,0.8168703188671568
0.20672956263987247,0.2459771898626536,0.443596483318111,0.10369676417936285,0.7952594157584248
0.26287114652633237,0.14764634696626683,0.08771755102489415,0.5017649554825068,0.2252056147312999
0.03266383351715041,0.6272607447900862,0.30825363262514954,0.031821789067613813,0.8581782046800663
0.2778227665600315,0.40552539609532023,0.04919992015860815,0.26745191718604,0.4974407751971099
0.09026803996546691,0.24066031195004214,0.32146547831309813,0.34760616977139275,0.43045868295290235
0.3530695049640824,0.17670325511565868,0.18525502948736353,0.2849722104328954,0.5372010333275252
0.36542829456557036,0.23646920277623715,0.0956363547092262,0.3024661479489661,0.4990069375213032
0.019848765645012426,0.47572991828757644,0.2971012957997046,0.20732002026770655,0.5938739859409249
0.04549022555379084,0.3773479131992427,0.35407685079409723,0.22308501045286921,0.5899029016808476
0.29033518671346265,0.11790817753216512,0.4524291415433979,0.1393274942109742,0.7615317143004974
0.02513726709296283,0.2619960018975709,0.3491816262074641,0.3636851048020021,0.40207314241748254
0.5200478402240408,0.07952304650629519,0.2175485492645816,0.1828805640050825,0.7097745446911172
0.4668964587984201,0.191254446278508,0.13144349679157774,0.21040559813149418,0.6461407135470572
0.3434233741845154,0.25876974561467125,0.21615263418018385,0.18165424602062946,0.6628261945653879
0.6192680091414312,0.22936717046751587,0.0725508412689606,0.07881397912209255,0.847373955746734
0.2928271082974404,0.3034009786242431,0.048786679696679075,0.35498523338163757,0.40684195420269514
0.07360419226548395,0.2457437356458004,0.3668938537594796,0.3137582183292359,0.480213925376986
0.3818426002543341,0.4316266941534567,0.16900970767861412,0.01752099791359518,0.8873931642989161
0.6947229142148438,0.11961656829786609,0.04849513556943741,0.13716538191785274,0.7703286134636477
0.3755141394089173,0.06421507295063027,0.3437692429105066,0.2165015447299457,0.6656154219624868
0.23470754364398494,0.24929007776944023,0.28834757342310124,0.22765480516347372,0.6086597767009015
0.24278418191457182,0.0580105686983469,0.33402268287362796,0.3651825665134533,0.4406240364901506
0.3192544714461331,0.3357864229096938,0.03690001083641864,0.30805909480775456,0.4875433943519141
0.280690333382212,0.4012451004054527,0.2994198005029572,0.01864476570937805,0.9118460863751149
0.44919068457109596,0.2371200689620173,0.07661217977376167,0.23707706669312495,0.596960386167909
0.19469026279280321,0.3623755331649385,0.2116027052112146,0.2313314988310438,0.5986464217786936
0.22522626920909775,0.7213836976973766,0.04819062862036015,0.0051994044731654395,0.8839933386356453
0.39338840308854545,0.02978580115609427,0.19226608816619603,0.38455970758916425,0.4172032783850348
0.1787253785285934,0.3385702092401284,0.3842481167014166,0.09845629552986164,0.8015300253191884
0.308356930563479,0.3026138973340904,0.023622815705205275,0.3654063563972254,0.40649838080404843
0.3371901399355656,0.14620019829342623,0.15483904479057925,0.361770616980429,0.4354140447853427
0.24520248710935333,0.05983067590863326,0.4053986588250487,0.2895681781569646,0.5536815975828263
0.06708844717603453,0.05549940468498028,0.39761400342978015,0.479798144709205,0.2692029019991964
0.323073732047787,0.22752086315553152,0.4115938410846482,0.037811563712033286,0.8977784818008437
0.023215627757605915,0.005830635514634675,0.4809429509962354,0.490010785731524,0.263817694299787
0.39840345930008814,0.05381989088657371,0.33853238698779636,0.20924426282554173,0.6753696275843726
0.4508661370203963,0.09900524776744188,0.03594678228610071,0.4141818329260611,0.3589262010574199
0.1372530396300442,0.6223182614645482,0.1704161347180213,0.07001256418738633,0.8016334144992383
0.5617541906600676,0.09175472628088815,0.03280634860586919,0.31368473445317496,0.5111219530640598
0.025873226117866497,0.4783101996776835,0.07685986190616542,0.4189567122982846,0.2998184016009206
0.49800439735988605,0.15659983044963607,0.2775056383617529,0.0678901338287249,0.8746748246894671
0.5711133810205028,0.07045107096920711,0.2096510894821806,0.14878445852810943,0.7627330980139944
0.5252807774524539,0.258833490350415,0.10577526189920489,0.11011047029792612,0.7830675964830278
0.14957683971151825,0.39969035650642476,0.26943639569878436,0.18129640808327263,0.6281327987484848
0.3255649450168125,0.22352907941021383,0.1593670102160594,0.2915389653569143,0.5179857360825858
0.0011858003041108041,0.3387782276978964,0.2560187058189219,0.4040172661790709,0.34315736657670914
0.28816911653782173,0.17948064456087043,0.11717828624154597,0.41517195265976203,0.3413459420981831
0.22982676946809646,0.23265172733227227,0.28524392784129393,0.25227757535833734,0.563420705129426
0.01273458021374488,0.3731987269321555,0.5246328403149005,0.08943385253919912,0.809869412151378
0.03583897680154031,0.0985471937707763,0.4469777620478537,0.4186360673798298,0.3523364601761002
0.36605047413898345,0.1949287705714707,0.09126285475778761,0.34775790053175826,0.43937739508806856
0.047705606465112876,0.15154826695283846,0.439774719657051,0.36097140692499774,0.43581064956957777
0.29127226527693645,0.07087311795116201,0.23783593893022661,0.40001867784167505,0.38579735964725514
0.18755252158186614,0.23851113743420066,0.2541160498327813,0.31982029115115174,0.48449289265814216
0.3739445414851557,0.39136666438028556,0.09262784701520892,0.1420609471193499,0.7282035796639323
0.02314118854535615,0.3839831243610214,0.32080019086205874,0.2720754962315638,0.5150901307804501
0.2578074548280557,0.30585644845442034,0.1784760144262246,0.25786008229129936,0.567331409294888
0.39353857705298145,0.4187205842541688,0.02646471434035116,0.16127612435249863,0.6743416966204183
0.6516010625184536,0.2034697283148656,0.06501026818445166,0.07991894098222906,0.82925415644794
0.07973470570013545,0.39935480085407643,0.20324397646573722,0.31766651698005083,0.4635970044018123
0.42398321633766883,0.18949313110370425,0.19123250086965451,0.19529115168897232,0.6596899896906153
0.37697843228691597,0.2849281697916702,0.322132401990926,0.01596099593048782,0.9333192806355176
0.3201271084091245,0.2899979195941742,0.38718092812289,0.002694043873811241,0.9234594542907395
0.12540357022274448,0.2164149818311202,0.34860665007481334,0.3095747978713219,0.4923548068267931
0.08899166963791534,0.7397642486297625,0.16524674596788064,0.005997335764441458,0.8430511466273853
0.017411014488270742,0.0879610028189873,0.7125165579099736,0.18211142478276818,0.7136387124029995
0.4240277265505681,0.19180587956095796,0.2770560054035253,0.10711038848494868,0.8105635353384333
0.20644453935272009,0.18600541060574086,0.20742005451965287,0.4001299955218861,0.3719041951263096
0.21799144059977976,0.25900671495565025,0.37649976080478625,0.1465020836397836,0.7284455315491943
0.2818876489424109,0.14867907194677193,0.31683050334102797,0.2526027757697891,0.5913600219559619
0.1711009378282661,0.3163567732541239,0.13931188715473689,0.373230401762873,0.3768830427048656
0.13795589406418898,0.25290109902458824,0.31080601215967424,0.2983369947515485,0.5019142880677596
0.015884994874073684,0.3222057498905862,0.3877773716996408,0.27413188353569923,0.5243610247183339
0.09074738749548472,0.09038915649248913,0.29520401332281065,0.5236594426892154,0.196433004667679
0.38019843650794605,0.5109526801075761,0.004178072240803347,0.10467081114367437,0.7152556132575943
0.15124404667332123,0.28267136795811004,0.26965189165333064,0.29643269371523795,0.49881668583552097
0.3603320897545784,0.4061738572133518,0.0069656947382593535,0.22652835829381035,0.578972691116614
0.2749627960010176,0.39007239583500364,0.19007624236506157,0.14488856579891712,0.7046526721346236
0.02640539189362683,0.15816239426631098,0.294449947417521,0.5209822664225411,0.18689412151292611
0.19373126147098166,0.09646805024432976,0.15453942194813652,0.555261266336552,0.14781449044630596
0.1730665774538549,0.23893686841154496,0.30437135858907655,0.28362519554552357,0.5267748329994056
0.5593105188560766,0.17162788251947905,0.08622934175444658,0.18283225686999793,0.6828446440651335
0.19264130454692935,0.028754492767641825,0.496497726775194,0.2821064759102348,0.5725271122195016
0.036254228016528965,0.3714365024838438,0.1709003291239445,0.42140894037568266,0.275027463815515
0.022628300268112318,0.3874188828726392,0.3402055101217632,0.2497473067374851,0.5478952633192443
0.19872175290901464,0.4622454544065289,0.24089936311709104,0.09813342956736552,0.7834630374879725
0.20199758661063846,0.2723236311355792,0.1688010754371791,0.35687770681660336,0.3966025319912003
0.3658699819775534,0.13548451558823965,0.3133516338057109,0.18529386862849598,0.70173651971902
0.11980507036287216,0.4251882038473621,0.1778110352065658,0.27719569058320004,0.49916882335572765
0.34690057688870857,0.15694354026849286,0.13905820288520512,0.35709767995759356,0.43296477200991124
0.33007855580145223,0.1058359755914117,0.3811060248700981,0.1829794437370378,0.7096554380557314
0.16208143939026473,0.032064597502019655,0.5162549748724761,0.28959898823523955,0.5607918280218378
0.22907396037348213,0.030173889753528946,0.26005074476226503,0.48070140511072407,0.2729131143832083
0.230380971674568,0.3934268876322118,0.34180241136704687,0.034389729326173325,0.8697300284842977
0.45109533830677545,0.2807187671502977,0.16511967559320784,0.10306621894971901,0.7892569181453619
0.28092885072636975,0.1425725897190525,0.42845660196650465,0.14804195758807315,0.7494225456740798
0.2577665394616843,0.3987607206936596,0.03904155435069547,0.3044311854939607,0.48353911365501
0.1949070911940459,0.32137165102372167,0.0072325662460545875,0.4764886915361779,0.23706121504217487
0.24036540553809257,0.25085064569197707,0.23448677301872642,0.274297175751204,0.5509266395193975
0.340718370360525,0.288271634241072,0.35485683396963186,0.016153161428771056,0.9037023492965753
0.27013789540597116,0.014702920086477323,0.31567665002224243,0.3994825344853091,0.39710046825041695
0.18048059398356148,0.3645958726180438,0.23315621294084196,0.22176732045755282,0.5944298447900621
0.25490156607108594,0.41868377493422154,0.10915908377033846,0.21725557522435404,0.5694456934299135
0.3636341748011318,0.02866503771693389,0.28770439153483307,0.3199963959471013,0.515705650421808
0.24747378458420186,0.32410549917584003,0.14972577347086347,0.2786949427690946,0.500931211052398
0.10108374273329432,0.46235951156355715,0.02289332882844287,0.4136634168747058,0.3101509479534079
0.05560854641809701,0.3629332906338149,0.3764875438197031,0.204970619128385,0.6199574131806596
0.2214614916164371,0.04716220094317784,0.4119102747050512,0.31946603273533386,0.5113685107083636
0.3302945319590084,0.28406610001528193,0.14219582798499114,0.24344354004071855,0.5922247749366298
0.04689553225750393,0.348681341868769,0.30189015619106735,0.30253296968265975,0.4764642771022566
0.4352758837046108,0.15390024669773733,0.359467083803984,0.05135678579366782,0.8921847719699508
0.27233025729518867,0.22367820030534294,0.2557638338447088,0.2482277085547596,0.5941067071220593
0.06752393106974901,0.3072253188421757,0.4744116697358397,0.15083908035223562,0.7122963157032115
0.38691335004373373,0.22790472059271663,0.3154454833244559,0.06973644603909386,0.8384191507931801
0.2134208735788847,0.08790618167490641,0.38684407180857383,0.31182887293763517,0.5146754542585661
0.6418721179606947,0.17555979103679187,0.09647569202820899,0.08609239897430467,0.8445274328830245
0.3041748090908844,0.29714724724051395,0.11702646281830086,0.2816514808503008,0.518093329276446
0.1530243655307896,0.292920197523251,0.35496105103865905,0.19909438590730025,0.6281283717582368
0.281259164723764,0.33699245151637397,0.11175618501916086,0.2699921987407011,0.5444628341614922
0.3373974068736252,0.22621481954892436,0.10777843545455931,0.32860933812289106,0.4618430289058785
0.18076401628610267,0.22352838641405454,0.2873872965044278,0.30832030079541495,0.49281387152406664
0.006430070505540918,0.354693547077173,0.23550626676273245,0.4033701156545538,0.34174079445659356
0.02874206403419563,0.2043641071233885,0.4365039512337698,0.3303898776086461,0.4737605675185226
0.38490465145619895,0.22924533986866882,0.12787303754390592,0.25797697113122636,0.5786477423228602
0.08806623849929009,0.21589514019450906,0.6502338367469381,0.04580478455926272,0.8773190381124787
0.013402862423909392,0.3660880235004095,0.14890932039728644,0.47159979367839466,0.21938270478232608
0.06727829735883059,0.32064124928523957,0.6027130652970627,0.0093673880588671,0.9218206680546513
0.6146282728830182,0.14474371284627516,0.2015601754178298,0.03906783885287676,0.9124494991514298
0.1610641686237749,0.27917860165285185,0.29281180133638374,0.26694542838698954,0.5297872070063028
0.27347614373454737,0.09283867153973818,0.4707444007742855,0.162940783951429,0.737021089764909
0.2252137401327427,0.020364325545663014,0.3383866424529043,0.41603529186869004,0.37085598081054916
0.3557384821288509,0.3330169707253586,0.30188071754081686,0.009363829604973667,0.9193508614474679
0.3110398088175503,0.12515235306696432,0.27867765544097434,0.28513018267451107,0.5472742553748404
0.2912733484865286,0.06554544284213779,0.3319626374400471,0.31121857123128666,0.5200630545846426
0.22838455001625435,0.10541437341836857,0.4662195739079472,0.19998150265742992,0.6789448713301814
0.18028060956671219,0.0422902685478558,0.6625211208143037,0.11490800107112834,0.8191799446837363
0.48003059613650056,0.10814361121302296,0.200068166524703,0.21175762612577356,0.6661420191293862
0.48690230253251043,0.24987109624575482,0.20330296674528697,0.05992363447644786,0.8601403290361773
0.06730028273756912,0.29283872583321346,0.33842812588638094,0.30143286554283655,0.48928295651910264
0.6754536230242495,0.09504527109961025,0.040888059667891746,0.18861304620824862,0.6933191129127246
0.48743072487337336,0.2294612743242562,0.1623463044127927,0.12076169638957752,0.7844382642669951
0.02977428383239069,0.5552799955002876,0.12398052950758445,0.2909651911597374,0.48026021393535084
0.1547963204320292,0.29825625382963383,0.24663959451620807,0.3003078312221289,0.5047998150923616
0.09597205450715489,0.38838992125019534,0.20836037839091204,0.30727764585173767,0.48082504303486406
0.2862555180327284,0.292090437124584,0.2528081463188696,0.16884589852381796,0.6883130647893563
0.13816662089909137,0.38135780243824313,0.061855396268652635,0.41862018039401283,0.29579816892133215
0.4742776745930658,0.4963066528358444,0.02645250797469728,0.0029631645963925698,0.8962939225382424
0.3054946828621052,0.2522169100640487,0.18488570303337554,0.25740270404047044,0.5760634074296868
0.3475827161029713,0.3904283345098714,0.10248084286767811,0.15950810651947925,0.7021735900443006
0.1264928858714795,0.07483116284248016,0.6333547951767168,0.16532115610932357,0.7370520332675187
0.33847456622661887,0.3642401852790536,0.27845438408358875,0.0188308644107388,0.898905666328081
0.09523089494066253,0.21615924426393832,0.35772672184186666,0.3308831389535325,0.4604434427169136
0.15383542246492926,0.001089477195924035,0.34469248328573965,0.500382617053407,0.2492626528405008
0.23153425147437798,0.3251411377567075,0.2404421484849065,0.202882462284008,0.6306480790226465
0.07292685444336522,0.11206510914205445,0.4003444640739977,0.41466357234058254,0.3555916196607152
0.2665510233208837,0.05766021866838778,0.4864687382460392,0.18932001976468932,0.7044879266192885
0.25346822159862,0.37606876375434356,0.10039386887611633,0.2700691457709201,0.5196825285927511
0.34304913915497837,0.45279447928650485,0.13161477416132608,0.07254160739719069,0.8232684170112382
0.10085501439892003,0.23084498881321303,0.5265382619096117,0.14176173487825536,0.7527306493606352
0.1490748010423565,0.4683180920693226,0.05890987702400646,0.3236972298643144,0.4207905367896638
0.33716796953309514,0.25010410356100204,0.043693664272148304,0.36903426263375455,0.4089329905152178
0.20605226916146524,0.25215273477995676,0.42450482049110655,0.11729017556747161,0.7610265529538035
0.19534068606166238,0.050479074250799186,0.3390723412243583,0.41510789846318014,0.36471838374252996
0.3576832040052536,0.07002549291432124,0.4071655587035761,0.16512574437684893,0.7348050102061462
0.05773567242087159,0.22649085976559208,0.302575610480364,0.4131978573331723,0.3462295850354027
0.26577077583533526,0.02032748856246837,0.6727088584339173,0.04119287716827909,0.9341451865350877
0.29220330213066853,0.34479960803197596,0.05717063917680141,0.3058264506605541,0.4895403828043724
0.1844294326283085,0.06487845089759779,0.34826256527305677,0.4024295512010369,0.3866239055638049
0.2770900881153541,0.2092694372895124,0.25950120563200685,0.25413926896312666,0.5874006809618832
0.25281426062484685,0.21908144795916062,0.29614815635789193,0.23195613505810042,0.608249507821017
0.10923606727230374,0.3128589805257297,0.25853562108635475,0.3193693311156117,0.47401715624772284
0.21518649540160933,0.20261440839295583,0.39704032622851454,0.18515876997692027,0.6817389633560285
0.15550581504795097,0.4946093661942566,0.17666385254596234,0.17322096621183,0.6165162091336908
0.6590756230055987,0.2707868133898321,0.016368424391370887,0.053769139213198085,0.8651889285022363
0.3948200624142838,0.3469557743634536,0.0550876579222229,0.20313650530003977,0.6432518758954223
0.08429892080643395,0.41610621804688935,0.18250965269174846,0.31708520845492816,0.46195625461057427
0.2927990463874264,0.12285752280440534,0.41069139664959053,0.17365203415857774,0.7210933203414726
0.2606409380422682,0.07097506226892426,0.14606075429023266,0.5223232453985749,0.19877136633490655
0.25781305979422436,0.1328707078438876,0.1688500442751683,0.4404661880867198,0.3193701116933372
0.2179597365370376,0.4517632680704589,0.18315908800799563,0.14711790738450783,0.6663823219056234
0.29187742820266643,0.41749534325506676,0.0035815780223919427,0.2870456505198749,0.4859324555691743
0.24235171644712306,0.0004543491018911722,0.38055022996929766,0.37664370448168805,0.4349435734570896
0.3396279703382887,0.10531844824272238,0.37020744007782064,0.1848461413411683,0.7069330207518392
0.14626280443171988,0.2627329577855782,0.3095105046570931,0.2814937331256088,0.5252128087544712
0.19262056955643553,0.43368910767449914,0.3189080211071845,0.05478230166188078,0.8310887259722791
0.003910505316128838,0.40494303059815184,0.2703033533566843,0.32084311072903493,0.43774672778681717
0.04271167624099517,0.020284619560615023,0.44789645558445373,0.4891072486139362,0.26228220316697287
0.2694889013508297,0.2864199753407291,0.13309640873896472,0.3109947145694766,0.4905449318446759
0.23347210453232672,0.11295397333865004,0.4878690481827925,0.16570487394623068,0.7344995930798563
0.06602516061702157,0.26776432954476237,0.5090701090113866,0.15714040082682937,0.7107365328508034
0.8788443280761441,0.10926717920584329,0.005312750874709086,0.0065757418433035845,0.968282951393876
0.2952297577535209,0.230209543468729,0.23311951581637996,0.24144118296137018,0.5802858396907626
0.6689405929678607,0.010951402225362854,0.15306688199356402,0.16704112281321232,0.7472480353351089
0.22684003192072352,0.24838785721441697,0.4769790289671014,0.04779308189775816,0.8910521985712003
0.20468290638924527,0.20978010307659614,0.1880877732099502,0.39744921732420835,0.36187015339836826
0.5840248467138747,0.007025288887808236,0.329757878355758,0.0791919860425591,0.8801582276029901
0.0690282453258881,0.3031238740868043,0.14597054742554838,0.4818773331617592,0.23171541914434052
0.06457499460716692,0.2884010094314772,0.3621692779158609,0.28485471804549506,0.5150377210454621
0.15717072391019882,0.5549097361857532,0.0862567191278212,0.20166282077622674,0.5587783347892216
0.4422760910415328,0.3617552848855253,0.1438611111995636,0.05210751287337838,0.8494876737128274
